id_atto;tool;source_format;sequenza_blocchi
atto_1;docling;json;PREMESSO > VISTO > VISTO > CONSIDERATO > ATTESO > RITENUTO > VISTI_PARERI
atto_10;docling;json;ACQUISITI_PARERI
atto_11;docling;json;PREMESSO > VISTO > CONSIDERATO > RITENUTO > RITENUTO > VISTI_PARERI > VISTO
atto_12;docling;json;PREMESSO > CONSIDERATO > RITENUTO > VISTO > VISTO > ACQUISITI_PARERI
atto_13;docling;json;PREMESSO > CONSIDERATO > RITENUTO > VISTO > VISTO > ACQUISITI_PARERI > RITENUTO
atto_15;docling;json;PRESO_ATTO > VISTO > CONSIDERATO > DATO_ATTO > RILEVATO > VISTO > CONSIDERATO > VISTO > RITENUTO > VISTO > VISTO
atto_16;docling;json;PREMESSO > PREMESSO > RITENUTO > RILEVATO > RILEVATO > RILEVATO > RILEVATO > CONSIDERATO > VISTO > VISTO > DATO_ATTO > RICONOSCIUTO
atto_17;docling;json;DATO_ATTO > DATO_ATTO > RICHIAMATO > VISTO > CONSIDERATO > VISTO > RITENUTO > ACQUISITO > VISTO > VISTO > VISTO
atto_18;docling;json;PREMESSO > DATO_ATTO > VISTO > DATO_ATTO > ATTESO > DATO_ATTO > VISTO > DATO_ATTO > RITENUTO > CONSIDERATO > ATTESO > RITENUTO > ACQUISITO > VISTO > VISTO > VISTO
atto_19;docling;json;PREMESSO > DATO_ATTO > VISTO > DATO_ATTO > ATTESO > DATO_ATTO > VISTO > RITENUTO > CONSIDERATO > DATO_ATTO > ATTESO > VISTO > VISTO > VISTO > DATO_ATTO
atto_2;docling;json;PREMESSO > CONSIDERATO > RAVVISATO > VISTO > VALUTATO > VALUTATO > VISTO > VISTO > ACQUISITI_PARERI
atto_20;docling;json;PREMESSO > DATO_ATTO > VISTO > CONSIDERATO > ATTESO > DATO_ATTO > VISTO > RITENUTO > CONSIDERATO > DATO_ATTO > ATTESO > VISTO > VISTO > VISTO > DATO_ATTO
atto_3;docling;json;ACQUISITI_PARERI
atto_4;docling;json;ACQUISITI_PARERI > VISTO > VISTO > VISTO > VISTO > VISTO > DATO_ATTO > DATO_ATTO > PRESO_ATTO > CONSIDERATO > VISTO > ACQUISITO > VISTO
atto_5;docling;json;ACQUISITI_PARERI > PREMESSO > PREMESSO > RICHIAMATO > RICHIAMATO > PRESO_ATTO > VISTO > VISTO > VISTO > VISTO > RITENUTO > VISTO > VISTO > VISTO > VISTO
atto_6;docling;json;PREMESSO > VISTO > CONSIDERATO > RITENUTO > VISTO > ACQUISITI_PARERI
atto_7;docling;json;PREMESSO > VISTO > RICHIAMATO > RICHIAMATO > RITENUTO > VISTO > DATO_ATTO > CONSIDERATO > RILEVATO > VISTO > DATO_ATTO > VISTO > RITENUTO > VISTO > RITENUTO > VISTI_PARERI
atto_8;docling;json;PREMESSO > CONSIDERATO > RITENUTO > VISTO > ACQUISITI_PARERI
atto_9;docling;json;ACQUISITI_PARERI > PREMESSO > RICHIAMATO > VERIFICATO > VISTO > DATO_ATTO > ACQUISITO > RITENUTO > VISTO > VISTO > VISTO > VISTO
